/home/takayuki/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:619: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
cpu
Epoch 180 - Train Loss: 576654293685589.4, Train r2: 0.0067536234855651855, Val Loss: 576144882470671.0, Val r2: 0.0073868632316589355
Epoch 181 - Train Loss: 576045431231332.9, Train r2: 0.006753742694854736, Val Loss: 585079821758705.0, Val r2: 0.0073868632316589355
Epoch 182 - Train Loss: 575928304910832.5, Train r2: 0.0067536234855651855, Val Loss: 580540380818733.1, Val r2: 0.0073868632316589355
Epoch 183 - Train Loss: 575932491588825.2, Train r2: 0.0067536234855651855, Val Loss: 575733234725105.0, Val r2: 0.0073868632316589355
Epoch 184 - Train Loss: 575942235592517.9, Train r2: 0.006753742694854736, Val Loss: 579200045084913.0, Val r2: 0.0073868632316589355
Epoch 185 - Train Loss: 576242908214861.6, Train r2: 0.0067536234855651855, Val Loss: 575311881853530.4, Val r2: 0.007386982440948486
Epoch 186 - Train Loss: 575662865458889.8, Train r2: 0.0067536234855651855, Val Loss: 571857532030735.0, Val r2: 0.0073868632316589355
Epoch 187 - Train Loss: 576649671308381.1, Train r2: 0.006753861904144287, Val Loss: 579085667895175.5, Val r2: 0.0073868632316589355
Epoch 188 - Train Loss: 575988615443549.1, Train r2: 0.0067536234855651855, Val Loss: 577508698411730.9, Val r2: 0.007386744022369385
Epoch 189 - Train Loss: 576639530752310.2, Train r2: 0.006753742694854736, Val Loss: 582394610573793.9, Val r2: 0.0073868632316589355
Epoch 190 - Train Loss: 576299755015074.9, Train r2: 0.006753861904144287, Val Loss: 582778471302083.8, Val r2: 0.0073868632316589355
Epoch 191 - Train Loss: 576541945312845.6, Train r2: 0.006753861904144287, Val Loss: 579190148501263.0, Val r2: 0.0073868632316589355
Epoch 192 - Train Loss: 574885704141730.9, Train r2: 0.006753861904144287, Val Loss: 580853414062441.4, Val r2: 0.0073868632316589355
Epoch 193 - Train Loss: 575627993252833.0, Train r2: 0.0067536234855651855, Val Loss: 578093327149417.4, Val r2: 0.0073868632316589355
Epoch 194 - Train Loss: 576569839722247.8, Train r2: 0.0067536234855651855, Val Loss: 580712459788769.9, Val r2: 0.007386744022369385
Epoch 195 - Train Loss: 575617893368801.0, Train r2: 0.0067536234855651855, Val Loss: 577391555942038.6, Val r2: 0.0073868632316589355
Epoch 196 - Train Loss: 575407909733345.0, Train r2: 0.006753742694854736, Val Loss: 581983669445089.9, Val r2: 0.007386982440948486
Epoch 197 - Train Loss: 576011062850156.6, Train r2: 0.006753742694854736, Val Loss: 574997800527269.6, Val r2: 0.0073868632316589355
